tensor_name,shape,dtype,source_file
vpm.encoder.layers.2.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.20.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.21.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.22.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.23.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.24.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.25.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.26.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.3.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.4.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.5.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.6.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.7.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.8.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.9.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.post_layernorm.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.post_layernorm.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
